organisation_hk,organisation_id,organisation_date_sk,subscription_date_sk,report_date,total_monthly_active_user_count,paid_monthly_active_user_count,full_monthly_active_user_count,lite_monthly_active_user_count,free_monthly_active_user_count,inspections_paid_monthly_active_user_count,actions_paid_monthly_active_user_count,issues_paid_monthly_active_user_count,heads_up_paid_monthly_active_user_count,training_paid_monthly_active_user_count,assets_paid_monthly_active_user_count,two_product_paid_monthly_active_user_count,inspections_free_monthly_active_user_count,actions_free_monthly_active_user_count,issues_free_monthly_active_user_count,heads_up_free_monthly_active_user_count,training_free_monthly_active_user_count,assets_free_monthly_active_user_count,two_product_free_monthly_active_user_count,total_chargify_component_type_count,total_user_count,free_user_count,paid_user_count,full_user_count,lite_user_count,total_action_count,total_action_completed_count,total_issue_count,total_issue_resolved_count,total_heads_up_count,total_published_heads_up_count,total_heads_up_view_count,commenced_inspection_count,commenced_inspection_deleted_count,completed_inspection_count,completed_inspection_deleted_count,total_created_templates,total_created_templates_deleted,total_reports_interacted_count,total_reports_shared_count,total_reports_exported_count,total_analytics_event_count,total_active_analytics_event_count,total_passive_analytics_event_count,total_api_call_count,total_site_count,total_site_with_member_count,total_activated_hardware_sensor_count,total_activated_weather_sensor_count,total_deactivated_hardware_sensor_count,total_deactivated_weather_sensor_count,total_active_asset_count,total_archive_asset_count,total_seat_count,change_total_seat_count,total_paid_seat_count,total_full_seat_count,total_free_seat_count,total_lite_seat_count,total_action_only_seat_count,total_issue_or_action_only_seat_count,total_issue_only_seat_count,total_extra_devices_count,total_schedule_count,total_support_conversation_count,total_actionable_support_conversation_count
e57e52d82d1c6a65b1f21f06ed7e2c9d,49a7b01a269bf2ed819b88935e92b61b16f6f6cf0b2a9cb6c77e8b5b7eea1ae6,8e80c9630d63a50827af87a1d55659f6,7a73d54d34cfdcabb9a1d0136e077dbc,2024-02-15,4,4,4,0,0,3,0,0,3,2,4,4,0,0,0,0,0,0,0,1,9,0,9,9,0,0,0,0,0,0,0,0,6,2,2,0,0,0,4,0,1,0,0,0,0,0,0,0,1,0,0,18,0,30,0,30,30,0,0,0,0,0,0,0,0,0
4165820bb9278f602cf182c33e45597c,1096e863ca344ad23d896ce35ec2b742d5ff2cf6965d472ed960d77d08da9351,b3e8bee904161d95cf70e89fdc2879d4,618091ea70107e4951e4f43dd105f5ff,2024-02-17,44,43,43,0,1,38,36,7,31,0,41,42,0,0,0,0,0,1,0,1,51,5,46,46,0,3,3,0,3,0,0,0,55,0,54,0,0,0,0,0,0,1,0,1,0,0,0,0,6,0,0,1370,21,48,0,48,48,0,0,0,0,0,0,0,0,0
f9ece1b9eb37b9e90fe3517b2ff38494,c17c69b6463eda9470c87d60d663420acddf8620a7b10979f20dd86ca49366b9,5c1faacc76e19b899e902911721df914,bc201ebbb7b965468cb073d7c7d4be88,2024-02-18,3,3,3,0,0,1,1,0,1,3,1,1,0,0,0,0,0,0,0,1,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,55,0,55,5,0,50,0,0,0,0,0,0,0
f7b0b5a94ab84b5d7d450d39c239bfc4,c0bccd9a125be8564e0f0dbf419a594bfc523a73bc710fa2fb0d2f715f4c4c80,993b05c397ff3e58c9fbe58e0b2b75a4,2bfc713d19fe99d724846856ab96a001,2024-02-15,13,13,13,0,0,10,9,4,7,2,4,9,0,0,0,0,0,0,0,1,15,0,15,15,0,8,6,2,1,0,0,0,13,2,3,1,0,0,7,0,0,0,0,0,0,0,0,0,1,0,1,26,0,15,0,15,15,0,0,0,0,0,0,0,0,0
7124cffc66b3a209d50393ef0b6376ab,2e4fadfe6f3bc78efb1a4a2cd54cb1df31a805fcffd6bdce3add3fafcbda4834,4de4231939a57458a46b5afd563f662d,5d02f124b27e813e6734436db64951f1,2024-02-19,2,2,2,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,4,0,4,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,0,0,0,0,0,1,0,0
8fd42070a6f0c521004ed492cd90b545,36fd231312d75ea9133fccb0da97c59598f97c5dacba99e3fa5bc7d1655d1feb,8376037aaa1a32ab75343ddedbc92421,8f5cc27351cf06df390cf913296218b6,2024-02-16,26,24,22,2,2,19,7,6,0,8,5,12,0,0,0,0,2,0,0,1,93,57,36,33,3,3,0,0,2,0,0,0,20,0,13,0,0,0,9,0,8,0,0,0,991,1,0,0,1,0,0,91,3,38,0,38,33,0,5,0,0,0,0,0,0,0
7124cffc66b3a209d50393ef0b6376ab,2e4fadfe6f3bc78efb1a4a2cd54cb1df31a805fcffd6bdce3add3fafcbda4834,f808aba1b6f965075fcfc06908ab7bcf,a6b1b9d5ef28590e9c2a9d8cc62f96d7,2024-02-17,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,0,0,0,0,0,0,0,0
e3354f22c5e839e5469b682d71b4c9d6,6abefee5bdebfc634e33523c26a48d842490f8285255c3e03a6a849a46973824,590ca6e3a39d2a8c9842f0765271cffc,658dd893f6e3d016eb788c1c6fd1e04e,2024-02-18,5,5,3,3,0,1,2,0,0,5,1,2,0,0,0,0,0,0,0,1,64,0,64,7,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,65,0,65,6,0,59,0,0,0,0,0,0,0
f7b0b5a94ab84b5d7d450d39c239bfc4,c0bccd9a125be8564e0f0dbf419a594bfc523a73bc710fa2fb0d2f715f4c4c80,e56e291d8997d1c2f4e1ae3213b0ed4c,7c968e04dfeddffcae43b05d9973feac,2024-02-19,13,13,13,0,0,10,9,4,8,2,4,9,0,0,0,0,0,0,0,1,15,0,15,15,0,6,6,2,4,1,1,3,13,1,12,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,26,0,15,0,15,15,0,0,0,0,0,0,0,0,0
1ec7941340ab6766f16a8db7fa7143e4,226a10838b71d401c97892d680aadddcef20579c29c0050d8f0aac283b4ec9c8,d463c37132b4e1f7a2883e8275b8176b,79265756b07c47abf2804aca79d33641,2024-02-19,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,2,0,0,0,0,0,0,0,0
f9ece1b9eb37b9e90fe3517b2ff38494,c17c69b6463eda9470c87d60d663420acddf8620a7b10979f20dd86ca49366b9,f3c27b5eaf7fc5327c32f733da367dca,6b6bf4236b42195c21d53e3c0e3602a9,2024-02-20,4,4,3,1,0,1,1,0,1,4,1,1,0,0,0,0,0,0,0,1,5,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,55,0,55,5,0,50,0,0,0,0,0,0,0
e3354f22c5e839e5469b682d71b4c9d6,6abefee5bdebfc634e33523c26a48d842490f8285255c3e03a6a849a46973824,3c24ac0f983d1ac852267c75fde9aefc,f039b2575275806448ac8f7477d80b0f,2024-02-20,4,4,2,2,0,1,2,0,0,4,1,2,0,0,0,0,0,0,0,1,65,0,65,6,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,65,0,65,6,0,59,0,0,0,0,0,0,0
d23f778954435b793d2119f19358f3b0,1c7b93fdd59bdadf7371ee9af953182343442b790f670436eb637eff7e6b1d96,67ac4376dca90d2c4176a3207bfc06a0,51c3e89952aa3fd0794d2eac8d9085fb,2024-02-15,20,20,20,0,0,13,9,0,0,14,2,11,0,0,0,0,0,0,0,1,40,2,38,38,0,2,6,0,0,0,0,0,1,0,5,0,0,0,7,0,2,0,0,0,0,0,0,0,2,0,0,43,0,40,0,40,40,0,0,0,0,0,0,0,0,0
e3354f22c5e839e5469b682d71b4c9d6,6abefee5bdebfc634e33523c26a48d842490f8285255c3e03a6a849a46973824,a14348e5fe8abb8a7e30b0db14befaa2,4b8d9af7ab5204c9edfc7168cff624bb,2024-02-15,5,5,2,3,0,1,2,0,0,5,1,2,0,0,0,0,0,0,0,1,64,0,64,6,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,65,0,65,6,0,59,0,0,0,0,0,0,0
ab8120743e21b9fe5a1e9a17111b0a27,8cb71ae368665132f851d9e9cb13b35063536d7c0c634a5fd4cec53661f5a54d,56b49fd76d08f87845ae908e38b2a6de,87bdc02a3aa27c6c258f8345aef83991,2024-02-16,67,66,65,1,1,53,18,5,66,4,49,56,0,0,0,1,0,0,0,1,72,2,70,68,2,0,0,0,0,14,10,59,30,0,26,0,4,0,0,0,0,0,0,0,3,4,0,0,2,0,0,3763,8,171,0,171,71,0,100,0,0,0,0,0,0,0
087bd5a44249fe204ec3d9cea7a69f90,4eaadab07e3cd16f918a32ae2acf8fe8da720dc032dd7510759a0c035f45a496,c401dc6fbb47205f9a76b970f9a83d5d,6eaa95117bf186cf60172f73b64e851c,2024-02-17,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
087bd5a44249fe204ec3d9cea7a69f90,4eaadab07e3cd16f918a32ae2acf8fe8da720dc032dd7510759a0c035f45a496,3ad40b664b478d3434e08439481ef6a2,fb5d8dcaa332df2ec2e5698dc3b4a6db,2024-02-20,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
61295a4abf054ce870cbbd305a967663,b38dc3c0f537839d556089e25d49ee6f30ac398a55b6cc48bc3d11f6b4fa19d2,dbd6b85d46dc21e26ed50dbe7c8442db,97bf9fffa79aac948665afe9508a197d,2024-02-20,9,5,5,0,4,2,0,0,0,1,1,1,1,1,0,0,0,2,0,1,425,400,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,90,0,90,90,0,0,0,0,0,0,0,0,0
f3450574dd41a074621d219a8df08970,84f556f9e1d4a18f166cb1b0f7601deaeef8f6afc0cea84c95c9e37776d7b33d,7709d553aa40d3a0c055ec7b7994eae6,5299cf30414a6ac6fbb8cd4465e9585b,2024-02-20,6,5,5,0,1,5,4,1,0,0,2,4,0,1,1,0,0,0,1,1,8,3,5,5,0,4,4,6,3,0,0,0,16,0,14,0,2,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,5,0,5,5,0,0,0,0,0,0,0,0,0
087bd5a44249fe204ec3d9cea7a69f90,4eaadab07e3cd16f918a32ae2acf8fe8da720dc032dd7510759a0c035f45a496,3127e6652bc910ea478171f630c648d9,4c2935eb1e61977c4c1dc2bf96c673bf,2024-02-15,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
db794a55e1c87a9e5c46020b363e5eb8,b22383814172123bf7b9f16388bfac8c86c74a99caa8b4ad253a0b7ffe26ae26,1cc8225349bcc9ddb7496e8fc42e2784,762b37ae38a9eaf862814fad1031dcff,2024-02-15,7,7,6,1,0,7,2,0,0,0,1,2,0,0,0,0,0,0,0,1,9,1,8,7,1,0,0,0,0,0,0,0,2,0,2,0,0,0,13,2,39,0,0,0,0,0,0,0,0,0,0,81,10,8,0,8,7,0,1,0,0,0,0,0,0,0
cd67df80fe285dba53b9b8fdae169f2e,f1234781e67effdbbc88faf616369114e652241fe9971a213df00a8ba7778a7a,220966f4d55d921590b3ba8e8373bbe4,d54976cc18a12706e87a915d7b01768d,2024-02-15,26,26,26,0,0,19,7,0,23,19,3,21,0,0,0,0,0,0,0,1,42,0,42,40,2,0,0,0,0,0,0,0,21,0,19,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,105,0,43,0,43,40,0,3,0,0,0,0,0,0,0
f7b0b5a94ab84b5d7d450d39c239bfc4,c0bccd9a125be8564e0f0dbf419a594bfc523a73bc710fa2fb0d2f715f4c4c80,4d37a3f77848b1e5bfcc53ff51d26559,d26962b1323e3eb73750fee2f5f641e4,2024-02-18,13,13,13,0,0,10,9,4,7,2,4,9,0,0,0,0,0,0,0,1,15,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,26,0,15,0,15,15,0,0,0,0,0,0,0,0,0
c8e64430e227995ae1822d5ef3a06abf,52f053d09403b7f90a43f8e4fd08a63197866bb5696d3dc933c16a849c7e5dcb,f6d0ff727a2794b9bfc33160ab5f0ebb,68192ee23ee96786fbadd126189b241e,2024-02-19,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,1,0,5,1,5,2,0,3,0,0,0,0,0,0,0
886294830157050ed3bd472195de3563,21702b899af8a40fe8252d35c86429c4d4d70a2e71ae8c41793352483e146c07,a4c9ca66cdaad7deed56e39f1a11cbad,506ae81027fa0604550702fc5a82f8f0,2024-02-20,37,35,26,10,5,14,10,8,34,10,14,20,0,0,0,5,0,0,0,1,49,14,42,27,16,0,0,0,0,0,0,0,2,0,1,0,1,0,2,3,2,0,0,0,99,0,0,1,2,1,1,273,0,47,6,47,31,0,16,0,0,0,0,0,0,0
f7b4faecd93c9929d650b549b652dc63,44ff828b0cb90d4966c8fa35e85f7374b0adb9b33d612d1fa3dde192db9d547f,623b81c3ade870dd559325d35c2e19d7,efc273c9a0189fc19de0eff642db68af,2024-02-14,70,70,12,58,0,22,15,5,32,69,3,41,0,0,0,0,0,0,0,1,82,0,82,12,70,0,0,0,0,0,0,0,5,0,2,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,1,0,84,0,84,12,0,72,0,0,0,0,0,1,0
087bd5a44249fe204ec3d9cea7a69f90,4eaadab07e3cd16f918a32ae2acf8fe8da720dc032dd7510759a0c035f45a496,544678e28e27b15e442324529cfc71d4,05f24c6571322df1380c3ae997954faf,2024-02-16,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
e57e52d82d1c6a65b1f21f06ed7e2c9d,49a7b01a269bf2ed819b88935e92b61b16f6f6cf0b2a9cb6c77e8b5b7eea1ae6,fce7ac750aa6441e628ac858c423ae06,0c6baf00ddb049fa3753d6959c396ee2,2024-02-16,6,6,6,0,0,5,0,0,3,2,6,6,0,0,0,0,0,0,0,1,9,0,9,9,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,18,0,30,0,30,30,0,0,0,0,0,0,0,0,0
db794a55e1c87a9e5c46020b363e5eb8,b22383814172123bf7b9f16388bfac8c86c74a99caa8b4ad253a0b7ffe26ae26,62640a7cd53d5556cc54f1cc13fc1e58,36ff9ebf05d5a7e1b4cb21674aff523d,2024-02-17,7,7,6,1,0,7,2,0,0,0,1,2,0,0,0,0,0,0,0,1,9,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,10,8,0,8,7,0,1,0,0,0,0,0,0,0
087bd5a44249fe204ec3d9cea7a69f90,4eaadab07e3cd16f918a32ae2acf8fe8da720dc032dd7510759a0c035f45a496,0ab096883e90755a59e85b8b9de2bd19,f79f17242789e7668132595c7efc66c1,2024-02-18,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
f7b4faecd93c9929d650b549b652dc63,44ff828b0cb90d4966c8fa35e85f7374b0adb9b33d612d1fa3dde192db9d547f,1a99eb0d2bf1a2ff4c063f44641dc3a8,fe5d0aecac2069acafeb4a963d3f39c9,2024-02-19,72,72,12,60,0,23,16,5,36,71,3,45,0,0,0,0,0,0,0,1,82,0,82,12,70,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,84,0,84,12,0,72,0,0,0,0,0,0,0
db794a55e1c87a9e5c46020b363e5eb8,b22383814172123bf7b9f16388bfac8c86c74a99caa8b4ad253a0b7ffe26ae26,b80e9ba3314f032f6018c29e17a8efe7,0a57c58e58a4ea48338f98e385e913e4,2024-02-20,7,7,6,1,0,7,3,0,0,0,1,3,0,0,0,0,0,0,0,1,9,1,8,7,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,81,10,8,0,8,7,0,1,0,0,0,0,0,0,0
4165820bb9278f602cf182c33e45597c,1096e863ca344ad23d896ce35ec2b742d5ff2cf6965d472ed960d77d08da9351,cb8dcfbd6258cee44f714236491f94a8,e12a8d970920528d4af063941448c79a,2024-02-14,44,43,43,0,1,36,37,6,29,0,40,41,0,0,0,0,0,1,0,1,51,5,46,46,0,15,9,0,0,0,0,0,88,1,70,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,1370,21,48,0,48,48,0,0,0,0,0,0,0,0,0
42dfc5d17160e212ec1fc67c48a2c6a1,3244444433f80dab9bec0971e9142a4db7efcdf5a9252ea494cb9a74cff222c6,4ea1d9fd05cce962fc05a896d4e48dbf,4cc567ea0a30e85507340daed614e369,2024-02-14,61,61,60,1,4,60,8,1,0,14,4,23,4,0,0,0,0,0,0,1,208,122,126,125,1,0,0,0,0,0,0,0,65,0,59,0,0,0,14,0,1,0,0,0,9629,0,0,0,0,0,0,2752,16,107,29,107,106,0,1,0,0,0,0,0,0,0
1ec7941340ab6766f16a8db7fa7143e4,226a10838b71d401c97892d680aadddcef20579c29c0050d8f0aac283b4ec9c8,95138e4a0d42e397c14944578026bd1d,a71ccf79a0801f80619831a788c7f0f5,2024-02-15,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,2,0,0,0,0,0,0,0,0
f3450574dd41a074621d219a8df08970,84f556f9e1d4a18f166cb1b0f7601deaeef8f6afc0cea84c95c9e37776d7b33d,b33ae6fff634bd8da92f90306d8454d3,42202572af3cf191ffca367664124a0a,2024-02-16,5,5,5,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,0,1,7,2,5,5,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,2,0,5,0,5,5,0,0,0,0,0,0,0,0,0
ab8120743e21b9fe5a1e9a17111b0a27,8cb71ae368665132f851d9e9cb13b35063536d7c0c634a5fd4cec53661f5a54d,5d03654f877a9d3014e8bd10508e0a1c,83532b78850958c8ff2590327c0124e3,2024-02-18,67,66,65,1,1,53,18,5,66,4,49,56,0,0,0,1,0,0,0,1,72,2,70,68,2,0,0,0,0,0,0,0,14,0,9,0,0,0,1,0,0,0,0,0,3819,0,0,0,2,0,0,3763,8,171,0,171,71,0,100,0,0,0,0,0,0,0
2f12f842b7bfda32fc16826a6d6994e1,ca250de8ec6b7c3792dabb262f5a59ca5748fcdfdd612f9ab4e87b2b2829d71b,fccd4bdf731fd6b33df64fe3819d756c,db0a10e2032416265d08b99db9ba69b5,2024-02-20,25,25,18,7,0,7,10,8,19,19,3,18,0,0,0,0,0,0,0,1,29,1,28,18,10,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,106,4,30,0,30,20,0,10,0,0,0,0,0,0,0
61295a4abf054ce870cbbd305a967663,b38dc3c0f537839d556089e25d49ee6f30ac398a55b6cc48bc3d11f6b4fa19d2,2d9a017798d98b4f77b2b464eba80c66,b194fd752aed8552816fe347ce0fc3a1,2024-02-17,17,7,7,0,10,2,0,0,0,2,1,1,1,3,0,0,0,4,0,1,425,400,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,90,0,90,90,0,0,0,0,0,0,0,0,0
d23f778954435b793d2119f19358f3b0,1c7b93fdd59bdadf7371ee9af953182343442b790f670436eb637eff7e6b1d96,76d930621a267722c6fac07fab79d1a4,370e5189f39a91cf68940a37eb930aae,2024-02-18,22,22,22,0,0,13,10,0,0,16,2,11,0,0,0,0,0,0,0,1,40,2,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,43,0,40,0,40,40,0,0,0,0,0,0,0,0,0
886294830157050ed3bd472195de3563,21702b899af8a40fe8252d35c86429c4d4d70a2e71ae8c41793352483e146c07,b4240e9701edf420f9cb01dad463f5d5,9cbbaf8069f81461c36ce4eefbfad742,2024-02-14,31,29,23,6,2,13,12,10,27,4,13,20,0,0,0,2,0,0,0,1,53,16,37,27,10,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,1,2,1,1,273,0,41,0,41,31,0,10,0,0,0,0,0,0,0
4165820bb9278f602cf182c33e45597c,1096e863ca344ad23d896ce35ec2b742d5ff2cf6965d472ed960d77d08da9351,6053ec3b1e45f902d76ae2e20939f1fe,f0e0e9a97781b5ff0f4ecf7018aeeb62,2024-02-15,44,43,43,0,1,37,36,6,30,0,40,41,0,0,0,0,0,1,0,1,51,5,46,46,0,7,9,0,0,0,0,0,73,0,62,0,0,0,11,0,0,4,0,4,0,0,0,0,6,0,0,1370,21,48,0,48,48,0,0,0,0,0,0,0,0,0
647bd3a2df37869de0129e54c19432c9,3e70e0b5e4fe531a46b64dbb0fd51b2590629f900730941ea4bb74be4ffccd71,2498cc96055d6655b0959b81851380f5,249541f68fd0a1ec24f7cc500728093f,2024-02-15,55,48,48,0,7,44,20,9,32,0,38,41,3,1,1,4,0,1,3,1,75,24,51,51,0,6,5,0,1,0,0,0,20,0,18,0,0,0,6,0,0,0,0,0,0,0,0,0,12,0,5,153,19,101,0,101,101,0,0,0,0,0,0,0,0,0
f9ece1b9eb37b9e90fe3517b2ff38494,c17c69b6463eda9470c87d60d663420acddf8620a7b10979f20dd86ca49366b9,e921758187ebcbb8e1da60b6a46a5699,66d60d071b46e159019e4c9e322615a8,2024-02-16,3,3,3,0,0,1,1,0,1,3,1,1,0,0,0,0,0,0,0,1,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,55,0,55,5,0,50,0,0,0,0,0,0,0
2f12f842b7bfda32fc16826a6d6994e1,ca250de8ec6b7c3792dabb262f5a59ca5748fcdfdd612f9ab4e87b2b2829d71b,50f0ad4c0f60b396d84111c5c08ca355,3a1db5e5019f93128f9a518ab4f59f10,2024-02-17,26,26,18,8,0,8,10,9,19,19,2,17,0,0,0,0,0,0,0,1,29,1,28,18,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,106,4,30,0,30,20,0,10,0,0,0,0,0,0,0
42dfc5d17160e212ec1fc67c48a2c6a1,3244444433f80dab9bec0971e9142a4db7efcdf5a9252ea494cb9a74cff222c6,ef6ede0239f06ba51a0606f631520daa,d218b25ed4c2fdb16c6e24e7c81e45db,2024-02-17,59,59,58,1,0,57,10,0,0,11,4,22,0,0,0,0,0,0,0,1,189,82,107,106,1,1,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2772,19,107,0,107,106,0,1,0,0,0,0,0,0,0
f3450574dd41a074621d219a8df08970,84f556f9e1d4a18f166cb1b0f7601deaeef8f6afc0cea84c95c9e37776d7b33d,42d95e1294f828c1d5addb1213fec868,7fac52dfc22643455003b9771b4cd681,2024-02-17,5,5,5,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,0,1,7,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,2,0,5,0,5,5,0,0,0,0,0,0,0,0,0
61295a4abf054ce870cbbd305a967663,b38dc3c0f537839d556089e25d49ee6f30ac398a55b6cc48bc3d11f6b4fa19d2,3c6444fe1afe786aaf960bb21513fb66,af7da3be01e00c41fcebf1dffab10609,2024-02-18,17,7,7,0,10,2,0,0,0,2,1,1,1,3,0,0,0,4,0,1,425,400,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,90,0,90,90,0,0,0,0,0,0,0,0,0
cd67df80fe285dba53b9b8fdae169f2e,f1234781e67effdbbc88faf616369114e652241fe9971a213df00a8ba7778a7a,688c679860bfd533b7f1644dffc99e8f,36fc003bf74040dcff9697d62e59edf2,2024-02-18,27,27,26,1,0,20,8,0,23,17,4,21,0,0,0,0,0,0,0,1,42,0,42,39,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,43,0,43,40,0,3,0,0,0,0,0,0,0
f3450574dd41a074621d219a8df08970,84f556f9e1d4a18f166cb1b0f7601deaeef8f6afc0cea84c95c9e37776d7b33d,ee012f3ab4ba88e7c5f02ab4185d40ae,82d942f715eb4599f94d91ea7110a473,2024-02-15,5,5,5,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,0,1,7,2,5,5,0,7,1,0,0,0,0,0,5,0,5,0,0,0,1,1,6,0,0,0,0,0,0,0,3,4,0,2,0,5,0,5,5,0,0,0,0,0,0,0,0,0
886294830157050ed3bd472195de3563,21702b899af8a40fe8252d35c86429c4d4d70a2e71ae8c41793352483e146c07,ec7a6f75a571295bec746981880135e3,6ad61aac4dc18392b15c672eeee54234,2024-02-18,36,31,24,7,5,14,10,9,31,5,13,20,0,0,0,5,0,0,0,1,48,14,34,25,9,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,98,0,0,1,2,1,1,273,0,41,0,41,31,0,10,0,0,0,0,0,0,0
cd67df80fe285dba53b9b8fdae169f2e,f1234781e67effdbbc88faf616369114e652241fe9971a213df00a8ba7778a7a,0e1622bea759040d35633c1b8a94d60c,fb309edb2f0a7bcf3eb649c7648def42,2024-02-20,29,29,26,3,0,21,10,0,27,13,4,25,0,0,0,0,0,0,0,1,43,0,43,40,3,0,2,0,0,1,1,16,11,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,43,0,43,40,0,3,0,0,0,0,0,0,0
087bd5a44249fe204ec3d9cea7a69f90,4eaadab07e3cd16f918a32ae2acf8fe8da720dc032dd7510759a0c035f45a496,ecd37cdfeee4346d03b45e1933309a1f,0f43bd0539c032b43aceaa7a511412da,2024-02-14,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
